section_code,section_number,title,description,category,punishment,source
BNS-133,133,"Assault or criminal force with intent to dishonour person, otherwise than on grave provocation","Section 133: Assault or criminal force with intent to dishonour person, otherwise than on grave provocation",Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=133&orderno=
BNSS-133,133,Copy of order to accompany summons or warrant,Section 133: Copy of order to accompany summons or warrant,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=133&orderno=
EVIDENCE-133,133,Privilege not waived by volunteering evidence,Section 133: Privilege not waived by volunteering evidence,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=133&orderno=
BNS-134,134,Assault or criminal force in attempt to commit theft of property carried by a person,Section 134: Assault or criminal force in attempt to commit theft of property carried by a person,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=134&orderno=
BNSS-134,134,Power to dispense with personal attendance,Section 134: Power to dispense with personal attendance,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=134&orderno=
EVIDENCE-134,134,Confidential communication with legal advisers,Section 134: Confidential communication with legal advisers,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=134&orderno=
BNS-135,135,Assault or criminal force in attempt to wrongfully confine a person,Section 135: Assault or criminal force in attempt to wrongfully confine a person,Of Offences Against Public Tranquillity,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=135&orderno=
BNSS-135,135,Inquiry as to truth of information,Section 135: Inquiry as to truth of information,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=135&orderno=
EVIDENCE-135,135,Production of title-deeds of witness not a party,Section 135: Production of title-deeds of witness not a party,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=135&orderno=
BNS-136,136,Assault or criminal force on grave provocation,Section 136: Assault or criminal force on grave provocation,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=136&orderno=
BNSS-136,136,Order to give security,Section 136: Order to give security,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=136&orderno=
EVIDENCE-136,136,"Production of documents or electronic records which another person, having possession, could refuse to produce","Section 136: Production of documents or electronic records which another person, having possession, could refuse to produce",Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=136&orderno=
BNS-137,137,Kidnapping,Section 137: Kidnapping,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=137&orderno=
BNSS-137,137,Discharge of person informed against,Section 137: Discharge of person informed against,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=137&orderno=
EVIDENCE-137,137,Witness not excused from answering on ground that answer will criminate,Section 137: Witness not excused from answering on ground that answer will criminate,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=137&orderno=
BNS-138,138,Abduction,Section 138: Abduction,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=138&orderno=
BNSS-138,138,Commencement of period for which security is required,Section 138: Commencement of period for which security is required,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=138&orderno=
EVIDENCE-138,138,Accomplice,Section 138: Accomplice,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=138&orderno=
BNS-139,139,Kidnapping or maiming a child for purposes of begging,Section 139: Kidnapping or maiming a child for purposes of begging,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=139&orderno=
BNSS-139,139,Contents of bond,Section 139: Contents of bond,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=139&orderno=
EVIDENCE-139,139,Number of witnesses,Section 139: Number of witnesses,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=139&orderno=
BNS-14,14,"Act done by a person bound, or by mistake of fact believing himself bound, by law","Section 14: Act done by a person bound, or by mistake of fact believing himself bound, by law",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=14&orderno=
BNSS-14,14,Executive Magistrates,Section 14: Executive Magistrates,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=14&orderno=
EVIDENCE-14,14,Existence of course of business when relevant,Section 14: Existence of course of business when relevant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=14&orderno=
BNS-140,140,"Kidnapping or abducting in order to murder or for ransom, etc","Section 140: Kidnapping or abducting in order to murder or for ransom, etc",Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=140&orderno=
BNSS-140,140,Power to reject sureties,Section 140: Power to reject sureties,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=140&orderno=
EVIDENCE-140,140,Order of production and examination of witnesses,Section 140: Order of production and examination of witnesses,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=140&orderno=
BNS-141,141,Importation of girl or boy from foreign country,Section 141: Importation of girl or boy from foreign country,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=141&orderno=
BNSS-141,141,Imprisonment in default of security,Section 141: Imprisonment in default of security,Of Offences Against Public Tranquillity,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=141&orderno=
EVIDENCE-141,141,Judge to decide as to admissibility of evidence,Section 141: Judge to decide as to admissibility of evidence,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=141&orderno=
BNS-142,142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person","Section 142: Wrongfully concealing or keeping in confinement, kidnapped or abducted person",Of Offences Against Public Tranquillity,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=142&orderno=
BNSS-142,142,Power to release persons imprisoned for failing to give security,Section 142: Power to release persons imprisoned for failing to give security,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=142&orderno=
EVIDENCE-142,142,Examination of witnesses,Section 142: Examination of witnesses,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=142&orderno=
BNS-143,143,Trafficking of person,Section 143: Trafficking of person,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=143&orderno=
BNSS-143,143,Security for unexpired period of bond,Section 143: Security for unexpired period of bond,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=143&orderno=
EVIDENCE-143,143,Order of examinations,Section 143: Order of examinations,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=143&orderno=
BNS-144,144,Exploitation of a trafficked person,Section 144: Exploitation of a trafficked person,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=144&orderno=
BNSS-144,144,"Order for maintenance of wives, children and parents","Section 144: Order for maintenance of wives, children and parents",Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=144&orderno=
EVIDENCE-144,144,Cross examination of person called to produce a document,Section 144: Cross examination of person called to produce a document,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=144&orderno=
BNS-145,145,Habitual dealing in slaves,Section 145: Habitual dealing in slaves,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=145&orderno=
BNSS-145,145,Procedure,Section 145: Procedure,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=145&orderno=
EVIDENCE-145,145,Witnesses to character,Section 145: Witnesses to character,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=145&orderno=
BNS-146,146,Unlawful compulsory labour,Section 146: Unlawful compulsory labour,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=146&orderno=
BNSS-146,146,Alteration in allowance,Section 146: Alteration in allowance,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=146&orderno=
EVIDENCE-146,146,Leading questions,Section 146: Leading questions,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=146&orderno=
BNS-147,147,"Waging, or attempting to wage war, or abetting waging of war, against Government of India","Section 147: Waging, or attempting to wage war, or abetting waging of war, against Government of India",Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=147&orderno=
BNSS-147,147,Enforcement of order of maintenance,Section 147: Enforcement of order of maintenance,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=147&orderno=
EVIDENCE-147,147,Evidence as to matters in writing,Section 147: Evidence as to matters in writing,Of Offences Against Public Tranquillity,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=147&orderno=
